,year,game_name,trend_value,clean_name,key
8117,2025,Taj Mahal,337,taj mahal,2025_taj mahal
8118,2026,Taj Mahal,119,taj mahal,2026_taj mahal
8120,2005,Tikal,100,tikal,2005_tikal
8121,2006,Tikal,72,tikal,2006_tikal
8122,2007,Tikal,147,tikal,2007_tikal
8123,2008,Tikal,71,tikal,2008_tikal
8124,2009,Tikal,124,tikal,2009_tikal
8125,2010,Tikal,200,tikal,2010_tikal
8126,2011,Tikal,179,tikal,2011_tikal
8127,2012,Tikal,209,tikal,2012_tikal
8128,2013,Tikal,179,tikal,2013_tikal
8129,2014,Tikal,157,tikal,2014_tikal
8130,2015,Tikal,185,tikal,2015_tikal
8131,2016,Tikal,182,tikal,2016_tikal
8132,2017,Tikal,197,tikal,2017_tikal
8133,2018,Tikal,213,tikal,2018_tikal
8134,2019,Tikal,193,tikal,2019_tikal
8135,2020,Tikal,196,tikal,2020_tikal
8136,2021,Tikal,153,tikal,2021_tikal
8137,2022,Tikal,147,tikal,2022_tikal
8138,2023,Tikal,130,tikal,2023_tikal
8139,2024,Tikal,185,tikal,2024_tikal
8140,2025,Tikal,152,tikal,2025_tikal
8141,2026,Tikal,46,tikal,2026_tikal
8144,2006,Tigris and Euphrates,100,tigris and euphrates,2006_tigris and euphrates
8148,2010,Tigris and Euphrates,22,tigris and euphrates,2010_tigris and euphrates
8149,2011,Tigris and Euphrates,30,tigris and euphrates,2011_tigris and euphrates
8150,2012,Tigris and Euphrates,46,tigris and euphrates,2012_tigris and euphrates
8151,2013,Tigris and Euphrates,35,tigris and euphrates,2013_tigris and euphrates
8152,2014,Tigris and Euphrates,40,tigris and euphrates,2014_tigris and euphrates
8153,2015,Tigris and Euphrates,96,tigris and euphrates,2015_tigris and euphrates
8154,2016,Tigris and Euphrates,57,tigris and euphrates,2016_tigris and euphrates
8155,2017,Tigris and Euphrates,109,tigris and euphrates,2017_tigris and euphrates
8156,2018,Tigris and Euphrates,118,tigris and euphrates,2018_tigris and euphrates
8157,2019,Tigris and Euphrates,84,tigris and euphrates,2019_tigris and euphrates
8158,2020,Tigris and Euphrates,82,tigris and euphrates,2020_tigris and euphrates
8159,2021,Tigris and Euphrates,88,tigris and euphrates,2021_tigris and euphrates
8160,2022,Tigris and Euphrates,124,tigris and euphrates,2022_tigris and euphrates
8161,2023,Tigris and Euphrates,106,tigris and euphrates,2023_tigris and euphrates
8162,2024,Tigris and Euphrates,93,tigris and euphrates,2024_tigris and euphrates
8163,2025,Tigris and Euphrates,111,tigris and euphrates,2025_tigris and euphrates
8164,2026,Tigris and Euphrates,57,tigris and euphrates,2026_tigris and euphrates
8171,2010,Löwenherz,100,lwenherz,2010_lwenherz
8178,2017,Löwenherz,71,lwenherz,2017_lwenherz
8182,2021,Löwenherz,41,lwenherz,2021_lwenherz
8184,2023,Löwenherz,23,lwenherz,2023_lwenherz
8187,2026,Löwenherz,3,lwenherz,2026_lwenherz
8188,2004,El Grande,100,el grande,2004_el grande
8189,2005,El Grande,123,el grande,2005_el grande
8190,2006,El Grande,32,el grande,2006_el grande
8191,2007,El Grande,96,el grande,2007_el grande
8192,2008,El Grande,137,el grande,2008_el grande
8193,2009,El Grande,129,el grande,2009_el grande
8194,2010,El Grande,169,el grande,2010_el grande
8195,2011,El Grande,153,el grande,2011_el grande
8196,2012,El Grande,131,el grande,2012_el grande
8197,2013,El Grande,144,el grande,2013_el grande
8198,2014,El Grande,163,el grande,2014_el grande
8199,2015,El Grande,218,el grande,2015_el grande
8200,2016,El Grande,184,el grande,2016_el grande
8201,2017,El Grande,171,el grande,2017_el grande
8202,2018,El Grande,162,el grande,2018_el grande
8203,2019,El Grande,168,el grande,2019_el grande
8204,2020,El Grande,202,el grande,2020_el grande
8205,2021,El Grande,172,el grande,2021_el grande
8206,2022,El Grande,196,el grande,2022_el grande
8207,2023,El Grande,228,el grande,2023_el grande
8208,2024,El Grande,282,el grande,2024_el grande
8209,2025,El Grande,251,el grande,2025_el grande
8210,2026,El Grande,103,el grande,2026_el grande
8211,2004,The Settlers of Catan,100,the settlers of catan,2004_the settlers of catan
8212,2005,The Settlers of Catan,327,the settlers of catan,2005_the settlers of catan
8213,2006,The Settlers of Catan,476,the settlers of catan,2006_the settlers of catan
8214,2007,The Settlers of Catan,396,the settlers of catan,2007_the settlers of catan
8215,2008,The Settlers of Catan,379,the settlers of catan,2008_the settlers of catan
8216,2009,The Settlers of Catan,549,the settlers of catan,2009_the settlers of catan
8217,2010,The Settlers of Catan,482,the settlers of catan,2010_the settlers of catan
8218,2011,The Settlers of Catan,461,the settlers of catan,2011_the settlers of catan
8219,2012,The Settlers of Catan,475,the settlers of catan,2012_the settlers of catan
8220,2013,The Settlers of Catan,446,the settlers of catan,2013_the settlers of catan
8221,2014,The Settlers of Catan,412,the settlers of catan,2014_the settlers of catan
8222,2015,The Settlers of Catan,399,the settlers of catan,2015_the settlers of catan
8223,2016,The Settlers of Catan,245,the settlers of catan,2016_the settlers of catan
8224,2017,The Settlers of Catan,210,the settlers of catan,2017_the settlers of catan
8225,2018,The Settlers of Catan,180,the settlers of catan,2018_the settlers of catan
8226,2019,The Settlers of Catan,149,the settlers of catan,2019_the settlers of catan
8227,2020,The Settlers of Catan,160,the settlers of catan,2020_the settlers of catan
8228,2021,The Settlers of Catan,95,the settlers of catan,2021_the settlers of catan
8229,2022,The Settlers of Catan,91,the settlers of catan,2022_the settlers of catan
8230,2023,The Settlers of Catan,90,the settlers of catan,2023_the settlers of catan
8231,2024,The Settlers of Catan,98,the settlers of catan,2024_the settlers of catan
8232,2025,The Settlers of Catan,95,the settlers of catan,2025_the settlers of catan
8233,2026,The Settlers of Catan,174,the settlers of catan,2026_the settlers of catan
8235,2005,6 nimmt!,100,6 nimmt,2005_6 nimmt
8237,2007,6 nimmt!,126,6 nimmt,2007_6 nimmt
8238,2008,6 nimmt!,76,6 nimmt,2008_6 nimmt
8239,2009,6 nimmt!,140,6 nimmt,2009_6 nimmt
8240,2010,6 nimmt!,163,6 nimmt,2010_6 nimmt
8241,2011,6 nimmt!,228,6 nimmt,2011_6 nimmt
8242,2012,6 nimmt!,229,6 nimmt,2012_6 nimmt
8243,2013,6 nimmt!,255,6 nimmt,2013_6 nimmt
8244,2014,6 nimmt!,235,6 nimmt,2014_6 nimmt
8245,2015,6 nimmt!,282,6 nimmt,2015_6 nimmt
8246,2016,6 nimmt!,291,6 nimmt,2016_6 nimmt
8247,2017,6 nimmt!,298,6 nimmt,2017_6 nimmt
8248,2018,6 nimmt!,343,6 nimmt,2018_6 nimmt
8249,2019,6 nimmt!,460,6 nimmt,2019_6 nimmt
8250,2020,6 nimmt!,568,6 nimmt,2020_6 nimmt
8251,2021,6 nimmt!,450,6 nimmt,2021_6 nimmt
8252,2022,6 nimmt!,472,6 nimmt,2022_6 nimmt
8253,2023,6 nimmt!,500,6 nimmt,2023_6 nimmt
8254,2024,6 nimmt!,518,6 nimmt,2024_6 nimmt
8255,2025,6 nimmt!,523,6 nimmt,2025_6 nimmt
8256,2026,6 nimmt!,195,6 nimmt,2026_6 nimmt
8258,2005,Modern Art,100,modern art,2005_modern art
8262,2009,Modern Art,34,modern art,2009_modern art
8263,2010,Modern Art,17,modern art,2010_modern art
8264,2011,Modern Art,39,modern art,2011_modern art
8265,2012,Modern Art,35,modern art,2012_modern art
8266,2013,Modern Art,19,modern art,2013_modern art
8267,2014,Modern Art,30,modern art,2014_modern art
8268,2015,Modern Art,23,modern art,2015_modern art
8269,2016,Modern Art,43,modern art,2016_modern art
8270,2017,Modern Art,63,modern art,2017_modern art
8271,2018,Modern Art,70,modern art,2018_modern art
8272,2019,Modern Art,85,modern art,2019_modern art
8273,2020,Modern Art,83,modern art,2020_modern art
8274,2021,Modern Art,109,modern art,2021_modern art
8275,2022,Modern Art,122,modern art,2022_modern art
8276,2023,Modern Art,129,modern art,2023_modern art
8277,2024,Modern Art,131,modern art,2024_modern art
8278,2025,Modern Art,128,modern art,2025_modern art
8279,2026,Modern Art,70,modern art,2026_modern art
8289,2013,Flying Dutchman,58,flying dutchman,2013_flying dutchman
8297,2021,Flying Dutchman,35,flying dutchman,2021_flying dutchman
8298,2022,Flying Dutchman,25,flying dutchman,2022_flying dutchman
8299,2023,Flying Dutchman,201,flying dutchman,2023_flying dutchman
8300,2024,Flying Dutchman,92,flying dutchman,2024_flying dutchman
8302,2026,Flying Dutchman,7,flying dutchman,2026_flying dutchman
8303,2004,Master Labyrinth,100,master labyrinth,2004_master labyrinth
8310,2011,Master Labyrinth,8,master labyrinth,2011_master labyrinth
8314,2015,Master Labyrinth,5,master labyrinth,2015_master labyrinth
8315,2016,Master Labyrinth,5,master labyrinth,2016_master labyrinth
8316,2017,Master Labyrinth,4,master labyrinth,2017_master labyrinth
8317,2018,Master Labyrinth,3,master labyrinth,2018_master labyrinth
8319,2020,Master Labyrinth,3,master labyrinth,2020_master labyrinth
8320,2021,Master Labyrinth,3,master labyrinth,2021_master labyrinth
8321,2022,Master Labyrinth,3,master labyrinth,2022_master labyrinth
8325,2026,Master Labyrinth,1,master labyrinth,2026_master labyrinth
8335,2013,Hoity Toity,100,hoity toity,2013_hoity toity
8337,2015,Hoity Toity,96,hoity toity,2015_hoity toity
8339,2017,Hoity Toity,82,hoity toity,2017_hoity toity
8342,2020,Hoity Toity,59,hoity toity,2020_hoity toity
8345,2023,Hoity Toity,62,hoity toity,2023_hoity toity
8346,2024,Hoity Toity,63,hoity toity,2024_hoity toity
8348,2026,Hoity Toity,12,hoity toity,2026_hoity toity
8356,2011,On Mars,1,on mars,2011_on mars
8357,2012,On Mars,4,on mars,2012_on mars
8358,2013,On Mars,142,on mars,2013_on mars
8359,2014,On Mars,186,on mars,2014_on mars
8360,2015,On Mars,61,on mars,2015_on mars
8361,2016,On Mars,39,on mars,2016_on mars
8362,2017,On Mars,41,on mars,2017_on mars
8363,2018,On Mars,20,on mars,2018_on mars
8364,2019,On Mars,26,on mars,2019_on mars
8365,2020,On Mars,35,on mars,2020_on mars
8366,2021,On Mars,24,on mars,2021_on mars
8367,2022,On Mars,19,on mars,2022_on mars
8368,2023,On Mars,20,on mars,2023_on mars
8369,2024,On Mars,25,on mars,2024_on mars
8370,2025,On Mars,15,on mars,2025_on mars
8371,2026,On Mars,7,on mars,2026_on mars
8385,2017,Lost Ruins of Arnak,33,lost ruins of arnak,2017_lost ruins of arnak
8388,2020,Lost Ruins of Arnak,144,lost ruins of arnak,2020_lost ruins of arnak
8389,2021,Lost Ruins of Arnak,640,lost ruins of arnak,2021_lost ruins of arnak
8390,2022,Lost Ruins of Arnak,632,lost ruins of arnak,2022_lost ruins of arnak
8391,2023,Lost Ruins of Arnak,541,lost ruins of arnak,2023_lost ruins of arnak
8392,2024,Lost Ruins of Arnak,546,lost ruins of arnak,2024_lost ruins of arnak
8393,2025,Lost Ruins of Arnak,629,lost ruins of arnak,2025_lost ruins of arnak
8394,2026,Lost Ruins of Arnak,159,lost ruins of arnak,2026_lost ruins of arnak
8405,2014,Dominations: Road to Civilization,100,dominations road to civilization,2014_dominations road to civilization
8406,2015,Dominations: Road to Civilization,99,dominations road to civilization,2015_dominations road to civilization
8410,2019,Dominations: Road to Civilization,78,dominations road to civilization,2019_dominations road to civilization
8421,2007,Captain Flip,100,captain flip,2007_captain flip
8438,2024,Captain Flip,142,captain flip,2024_captain flip
8439,2025,Captain Flip,119,captain flip,2025_captain flip
8440,2026,Captain Flip,21,captain flip,2026_captain flip
8442,2005,Blob Party,100,blob party,2005_blob party
8461,2024,Blob Party,9,blob party,2024_blob party
8463,2026,Blob Party,6,blob party,2026_blob party
8465,2005,boop,178,boop,2005_boop
8466,2006,boop,200,boop,2006_boop
8467,2007,boop,405,boop,2007_boop
8468,2008,boop,511,boop,2008_boop
8469,2009,boop,511,boop,2009_boop
8470,2010,boop,659,boop,2010_boop
8471,2011,boop,467,boop,2011_boop
8472,2012,boop,410,boop,2012_boop
8473,2013,boop,352,boop,2013_boop
8474,2014,boop,288,boop,2014_boop
8475,2015,boop,287,boop,2015_boop
8476,2016,boop,266,boop,2016_boop
8477,2017,boop,250,boop,2017_boop
8478,2018,boop,262,boop,2018_boop
8479,2019,boop,291,boop,2019_boop
8480,2020,boop,315,boop,2020_boop
8481,2021,boop,303,boop,2021_boop
8482,2022,boop,371,boop,2022_boop
8483,2023,boop,533,boop,2023_boop
8484,2024,boop,431,boop,2024_boop
8485,2025,boop,403,boop,2025_boop
8486,2026,boop,149,boop,2026_boop
8495,2012,Happy City,79,happy city,2012_happy city
8504,2021,Happy City,191,happy city,2021_happy city
8505,2022,Happy City,505,happy city,2022_happy city
8506,2023,Happy City,453,happy city,2023_happy city
8507,2024,Happy City,365,happy city,2024_happy city
8508,2025,Happy City,291,happy city,2025_happy city
8509,2026,Happy City,68,happy city,2026_happy city
8529,2023,Abandon All Artichokes,100,abandon all artichokes,2023_abandon all artichokes
8548,2019,Draftosaurus,201,draftosaurus,2019_draftosaurus
8549,2020,Draftosaurus,482,draftosaurus,2020_draftosaurus
8550,2021,Draftosaurus,545,draftosaurus,2021_draftosaurus
8551,2022,Draftosaurus,497,draftosaurus,2022_draftosaurus
8552,2023,Draftosaurus,334,draftosaurus,2023_draftosaurus
8553,2024,Draftosaurus,333,draftosaurus,2024_draftosaurus
8554,2025,Draftosaurus,225,draftosaurus,2025_draftosaurus
8555,2026,Draftosaurus,109,draftosaurus,2026_draftosaurus
8573,2021,Catch the Moon,87,catch the moon,2021_catch the moon
8574,2022,Catch the Moon,133,catch the moon,2022_catch the moon
8575,2023,Catch the Moon,416,catch the moon,2023_catch the moon
8577,2025,Catch the Moon,144,catch the moon,2025_catch the moon
8578,2026,Catch the Moon,8,catch the moon,2026_catch the moon
8581,2006,The Gang,100,the gang,2006_the gang
8583,2008,The Gang,38,the gang,2008_the gang
8585,2010,The Gang,18,the gang,2010_the gang
8586,2011,The Gang,36,the gang,2011_the gang
8587,2012,The Gang,37,the gang,2012_the gang
8588,2013,The Gang,18,the gang,2013_the gang
8589,2014,The Gang,45,the gang,2014_the gang
8590,2015,The Gang,69,the gang,2015_the gang
8591,2016,The Gang,53,the gang,2016_the gang
8592,2017,The Gang,65,the gang,2017_the gang
8593,2018,The Gang,57,the gang,2018_the gang
8594,2019,The Gang,69,the gang,2019_the gang
8595,2020,The Gang,59,the gang,2020_the gang
8596,2021,The Gang,50,the gang,2021_the gang
8597,2022,The Gang,72,the gang,2022_the gang
8598,2023,The Gang,78,the gang,2023_the gang
8599,2024,The Gang,211,the gang,2024_the gang
8600,2025,The Gang,422,the gang,2025_the gang
8601,2026,The Gang,169,the gang,2026_the gang
8604,2006,Sea Salt & Paper,100,sea salt paper,2006_sea salt paper
8610,2012,Sea Salt & Paper,17,sea salt paper,2012_sea salt paper
8612,2014,Sea Salt & Paper,9,sea salt paper,2014_sea salt paper
8622,2024,Sea Salt & Paper,15,sea salt paper,2024_sea salt paper
8623,2025,Sea Salt & Paper,6,sea salt paper,2025_sea salt paper
8624,2026,Sea Salt & Paper,1,sea salt paper,2026_sea salt paper
8626,2005,Turing Machine,100,turing machine,2005_turing machine
8635,2014,Turing Machine,11,turing machine,2014_turing machine
8643,2022,Turing Machine,150,turing machine,2022_turing machine
8644,2023,Turing Machine,391,turing machine,2023_turing machine
8645,2024,Turing Machine,242,turing machine,2024_turing machine
8646,2025,Turing Machine,165,turing machine,2025_turing machine
8647,2026,Turing Machine,47,turing machine,2026_turing machine
8656,2012,Cubitos,49,cubitos,2012_cubitos
8664,2020,Cubitos,23,cubitos,2020_cubitos
8665,2021,Cubitos,582,cubitos,2021_cubitos
8666,2022,Cubitos,484,cubitos,2022_cubitos
8667,2023,Cubitos,351,cubitos,2023_cubitos
8668,2024,Cubitos,294,cubitos,2024_cubitos
8669,2025,Cubitos,115,cubitos,2025_cubitos
8670,2026,Cubitos,96,cubitos,2026_cubitos
8689,2022,The Crew: The Quest for Planet Nine,100,the crew the quest for planet nine,2022_the crew the quest for planet nine
8693,2026,The Crew: The Quest for Planet Nine,92,the crew the quest for planet nine,2026_the crew the quest for planet nine
8699,2009,ShipShape,100,shipshape,2009_shipshape
8710,2020,ShipShape,16,shipshape,2020_shipshape
8733,2020,The Quacks of Quedlinburg,106,the quacks of quedlinburg,2020_the quacks of quedlinburg
8734,2021,The Quacks of Quedlinburg,45,the quacks of quedlinburg,2021_the quacks of quedlinburg
8735,2022,The Quacks of Quedlinburg,286,the quacks of quedlinburg,2022_the quacks of quedlinburg
8736,2023,The Quacks of Quedlinburg,480,the quacks of quedlinburg,2023_the quacks of quedlinburg
8737,2024,The Quacks of Quedlinburg,336,the quacks of quedlinburg,2024_the quacks of quedlinburg
8738,2025,The Quacks of Quedlinburg,241,the quacks of quedlinburg,2025_the quacks of quedlinburg
8739,2026,The Quacks of Quedlinburg,14,the quacks of quedlinburg,2026_the quacks of quedlinburg
8762,2026,Let’s Go! To Japan,100,lets go to japan,2026_lets go to japan
8782,2023,Thunder Road: Vendetta,364,thunder road vendetta,2023_thunder road vendetta
8783,2024,Thunder Road: Vendetta,594,thunder road vendetta,2024_thunder road vendetta
8784,2025,Thunder Road: Vendetta,623,thunder road vendetta,2025_thunder road vendetta
8785,2026,Thunder Road: Vendetta,176,thunder road vendetta,2026_thunder road vendetta
8802,2020,Planet Unknown,20,planet unknown,2020_planet unknown
8804,2022,Planet Unknown,298,planet unknown,2022_planet unknown
8805,2023,Planet Unknown,715,planet unknown,2023_planet unknown
8806,2024,Planet Unknown,371,planet unknown,2024_planet unknown
8807,2025,Planet Unknown,331,planet unknown,2025_planet unknown
8808,2026,Planet Unknown,86,planet unknown,2026_planet unknown
8816,2011,Cascadia,6,cascadia,2011_cascadia
8825,2020,Cascadia,5,cascadia,2020_cascadia
8826,2021,Cascadia,80,cascadia,2021_cascadia
8827,2022,Cascadia,419,cascadia,2022_cascadia
8828,2023,Cascadia,395,cascadia,2023_cascadia
8829,2024,Cascadia,364,cascadia,2024_cascadia
8830,2025,Cascadia,362,cascadia,2025_cascadia
8831,2026,Cascadia,122,cascadia,2026_cascadia
8842,2014,Calico,22,calico,2014_calico
8843,2015,Calico,60,calico,2015_calico
8844,2016,Calico,36,calico,2016_calico
8845,2017,Calico,25,calico,2017_calico
8846,2018,Calico,19,calico,2018_calico
8847,2019,Calico,51,calico,2019_calico
8848,2020,Calico,318,calico,2020_calico
8849,2021,Calico,699,calico,2021_calico
8850,2022,Calico,593,calico,2022_calico
8851,2023,Calico,586,calico,2023_calico
8852,2024,Calico,656,calico,2024_calico
8853,2025,Calico,549,calico,2025_calico
8854,2026,Calico,250,calico,2026_calico
8869,2018,Wingspan,5,wingspan,2018_wingspan
8870,2019,Wingspan,510,wingspan,2019_wingspan
8871,2020,Wingspan,502,wingspan,2020_wingspan
8872,2021,Wingspan,510,wingspan,2021_wingspan
8873,2022,Wingspan,580,wingspan,2022_wingspan
8874,2023,Wingspan,574,wingspan,2023_wingspan
8875,2024,Wingspan,608,wingspan,2024_wingspan
8876,2025,Wingspan,541,wingspan,2025_wingspan
8877,2026,Wingspan,200,wingspan,2026_wingspan
8892,2018,Chronicles of Crime,178,chronicles of crime,2018_chronicles of crime
8893,2019,Chronicles of Crime,550,chronicles of crime,2019_chronicles of crime
8894,2020,Chronicles of Crime,566,chronicles of crime,2020_chronicles of crime
8895,2021,Chronicles of Crime,381,chronicles of crime,2021_chronicles of crime
